short_name,age,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic,value_eur,predicted_value,value_gap
C. Cruz,28,176,71,71.0,60.0,60.0,57.0,61.0,74.0,475000,470925.0,-4075.0
D. Szelągowski,17,176,70,73.0,55.0,46.0,60.0,18.0,51.0,250000,245900.0,-4100.0
V. Rață,27,173,64,51.0,54.0,55.0,57.0,60.0,66.0,325000,320900.0,-4100.0
M. Merentiel,24,176,70,68.0,67.0,48.0,65.0,29.0,52.0,775000,770875.0,-4125.0
G. Ludwigson,26,182,75,72.0,62.0,53.0,62.0,27.0,67.0,475000,470875.0,-4125.0
I. Domínguez,20,175,70,72.0,33.0,50.0,57.0,62.0,59.0,750000,745875.0,-4125.0
L. Gooch,24,173,69,79.0,63.0,64.0,70.0,51.0,71.0,1000000,995875.0,-4125.0
N. Geyrhofer,20,188,77,60.0,27.0,36.0,45.0,62.0,68.0,450000,445875.0,-4125.0
S. Nakatani,24,184,79,72.0,24.0,39.0,45.0,66.0,73.0,775000,770875.0,-4125.0
R. Piscopo,22,175,69,73.0,57.0,56.0,73.0,33.0,55.0,925000,920875.0,-4125.0
Mésaque Djú,21,178,63,73.0,54.0,47.0,61.0,28.0,60.0,250000,245850.0,-4150.0
M. Højholt,19,182,65,59.0,39.0,46.0,52.0,50.0,58.0,120000,115825.0,-4175.0
G. Phillips,23,190,83,60.0,29.0,38.0,51.0,60.0,70.0,300000,295800.0,-4200.0
A. Ammitzbøll,21,187,79,69.0,55.0,43.0,57.0,29.0,60.0,210000,205775.0,-4225.0
J. Tchouatcha,25,180,75,76.0,26.0,49.0,58.0,58.0,67.0,400000,395775.0,-4225.0
D. Valdez,26,181,74,66.0,49.0,64.0,60.0,67.0,71.0,1200000,1195750.0,-4250.0
S. Logan,32,175,72,71.0,49.0,62.0,68.0,63.0,71.0,550000,545750.0,-4250.0
B. Martis,21,183,74,70.0,39.0,50.0,61.0,60.0,62.0,550000,545750.0,-4250.0
T. Watanabe,23,186,78,61.0,29.0,46.0,41.0,66.0,72.0,825000,820750.0,-4250.0
S. Eriksson,31,184,75,60.0,51.0,66.0,63.0,62.0,70.0,575000,570750.0,-4250.0
N. Wojtuszek,18,182,79,64.0,40.0,48.0,55.0,27.0,51.0,110000,105750.0,-4250.0
Jin Qiang,27,185,80,67.0,40.0,48.0,50.0,52.0,68.0,90000,85700.0,-4300.0
J. León,25,180,78,56.0,27.0,37.0,46.0,62.0,55.0,300000,295700.0,-4300.0
H. Hackney,18,178,70,69.0,44.0,57.0,51.0,36.0,51.0,130000,125700.0,-4300.0
F. Hernandez,22,170,61,69.0,58.0,58.0,61.0,46.0,49.0,325000,320675.0,-4325.0
M. Villarreal,28,179,76,63.0,47.0,61.0,61.0,55.0,69.0,325000,320650.0,-4350.0
T. Staubli,20,177,72,66.0,46.0,51.0,61.0,32.0,39.0,180000,175650.0,-4350.0
S. Al Abbas,25,177,74,74.0,59.0,39.0,58.0,17.0,54.0,275000,270650.0,-4350.0
Carlos Mendes Gomes,21,178,66,74.0,52.0,51.0,62.0,31.0,54.0,275000,270650.0,-4350.0
D. Mancilla,29,178,74,85.0,37.0,56.0,54.0,64.0,60.0,875000,870650.0,-4350.0
J. Iredale,24,184,70,65.0,27.0,42.0,56.0,55.0,60.0,190000,185625.0,-4375.0
E. Kara,24,192,89,61.0,69.0,47.0,56.0,28.0,76.0,1200000,1195625.0,-4375.0
Lee Jin Hyun,22,173,65,74.0,54.0,65.0,66.0,47.0,49.0,700000,695625.0,-4375.0
P. Sánchez,22,180,67,64.0,49.0,49.0,57.0,45.0,39.0,110000,105625.0,-4375.0
J. Cortizo,24,172,70,78.0,62.0,61.0,67.0,44.0,60.0,750000,745625.0,-4375.0
P. Gibaud,32,184,69,62.0,45.0,57.0,57.0,66.0,74.0,550000,545625.0,-4375.0
J. Etchebarne,18,166,65,64.0,46.0,54.0,54.0,36.0,44.0,140000,135600.0,-4400.0
M. Palomino,19,178,67,64.0,52.0,58.0,69.0,33.0,43.0,650000,645600.0,-4400.0
J. Herrera,21,173,65,58.0,48.0,49.0,56.0,34.0,54.0,130000,125600.0,-4400.0
M. Röser,29,181,75,78.0,60.0,63.0,64.0,34.0,62.0,525000,520575.0,-4425.0
A. Bolaños,20,178,68,75.0,50.0,52.0,58.0,33.0,66.0,200000,195575.0,-4425.0
D. De Vita,20,189,77,62.0,30.0,37.0,40.0,54.0,67.0,160000,155550.0,-4450.0
C. Alvarado,19,180,72,59.0,51.0,51.0,56.0,50.0,49.0,170000,165550.0,-4450.0
J. Gauto,26,178,85,62.0,49.0,53.0,57.0,25.0,49.0,150000,145525.0,-4475.0
D. Yongwa,19,174,65,75.0,31.0,56.0,60.0,56.0,43.0,425000,420525.0,-4475.0
J. Quinteros,30,180,70,81.0,49.0,56.0,66.0,61.0,63.0,600000,595500.0,-4500.0
Martínez,27,188,80,51.0,36.0,51.0,53.0,69.0,70.0,1100000,1095500.0,-4500.0
R. Janicki,27,188,83,50.0,35.0,57.0,51.0,62.0,72.0,450000,445500.0,-4500.0
J. Barnett,20,178,76,71.0,28.0,30.0,47.0,50.0,54.0,80000,75500.0,-4500.0
B. Tashchy,26,192,90,67.0,63.0,60.0,64.0,35.0,73.0,775000,770500.0,-4500.0
N. Mbo,21,185,82,78.0,55.0,31.0,56.0,22.0,77.0,230000,225500.0,-4500.0
M. Cornejo,20,175,70,64.0,44.0,54.0,50.0,36.0,51.0,100000,95475.0,-4525.0
C. Saydee,18,181,78,72.0,57.0,46.0,58.0,22.0,54.0,275000,270450.0,-4550.0
G. Heinry,30,187,78,58.0,56.0,66.0,63.0,53.0,62.0,425000,420450.0,-4550.0
M. Olmedo,21,175,70,65.0,46.0,53.0,49.0,25.0,46.0,100000,95450.0,-4550.0
P. Christiansen,20,175,72,68.0,53.0,36.0,59.0,16.0,59.0,180000,175425.0,-4575.0
B. Balint,20,180,74,68.0,30.0,42.0,50.0,50.0,55.0,130000,125400.0,-4600.0
N. Peter,31,185,81,64.0,58.0,43.0,56.0,18.0,73.0,190000,185375.0,-4625.0
D. Sugioka,21,182,75,68.0,56.0,65.0,63.0,61.0,71.0,775000,770375.0,-4625.0
H. Ruíz Díaz,27,177,70,66.0,39.0,58.0,60.0,63.0,69.0,575000,570375.0,-4625.0
G. Evans,25,184,76,64.0,65.0,65.0,63.0,66.0,67.0,1000000,995375.0,-4625.0
L. Emini,20,176,74,62.0,43.0,58.0,58.0,55.0,63.0,300000,295350.0,-4650.0
J. Gómez,20,173,68,54.0,61.0,46.0,55.0,22.0,54.0,230000,225350.0,-4650.0
M. Hehne,23,186,77,58.0,30.0,39.0,43.0,62.0,67.0,425000,420350.0,-4650.0
L. Larsen,21,175,74,76.0,61.0,54.0,64.0,45.0,55.0,500000,495300.0,-4700.0
S. Graham,18,176,69,61.0,39.0,54.0,54.0,48.0,57.0,140000,135300.0,-4700.0
D. Revan,19,192,81,61.0,27.0,39.0,45.0,54.0,60.0,160000,155300.0,-4700.0
M. Römling,19,186,76,70.0,29.0,43.0,55.0,53.0,59.0,210000,205300.0,-4700.0
T. Albutat,27,182,80,65.0,48.0,60.0,58.0,65.0,75.0,775000,770275.0,-4725.0
Carlos Ruiz,36,183,80,62.0,53.0,57.0,56.0,64.0,77.0,150000,145275.0,-4725.0
E. Watt,20,175,72,67.0,48.0,58.0,60.0,52.0,58.0,275000,270275.0,-4725.0
M. Nilsson,20,183,65,66.0,36.0,45.0,54.0,54.0,58.0,190000,185275.0,-4725.0
B. Jica,19,188,80,76.0,44.0,47.0,38.0,51.0,51.0,140000,135275.0,-4725.0
N. Tavares,21,185,76,47.0,28.0,33.0,35.0,54.0,57.0,120000,115250.0,-4750.0
A. Grgić,23,188,84,57.0,57.0,72.0,63.0,62.0,70.0,1400000,1395250.0,-4750.0
M. Bakenga,27,181,77,78.0,61.0,52.0,64.0,38.0,61.0,475000,470250.0,-4750.0
D. Plechatý,21,183,77,68.0,33.0,49.0,53.0,64.0,69.0,800000,795250.0,-4750.0
J. Colback,30,177,77,56.0,56.0,63.0,62.0,64.0,65.0,525000,520250.0,-4750.0
E. Montejano,18,175,74,53.0,60.0,45.0,56.0,24.0,56.0,275000,270200.0,-4800.0
A. Endresen,17,183,75,55.0,53.0,38.0,50.0,22.0,52.0,120000,115200.0,-4800.0
S. Adewoye,20,181,81,68.0,24.0,39.0,42.0,59.0,67.0,325000,320200.0,-4800.0
J. Clarke,30,183,84,58.0,43.0,50.0,51.0,61.0,72.0,250000,245175.0,-4825.0
B. Petrović,22,181,77,64.0,62.0,50.0,59.0,23.0,63.0,425000,420175.0,-4825.0
C. Morris,30,191,83,67.0,30.0,40.0,46.0,60.0,71.0,250000,245175.0,-4825.0
H. Büyükakgül,18,179,75,67.0,51.0,60.0,61.0,45.0,51.0,250000,245125.0,-4875.0
Kim Jung Min,20,182,79,67.0,57.0,64.0,65.0,53.0,60.0,775000,770125.0,-4875.0
L. Grgic,24,183,84,68.0,41.0,55.0,56.0,63.0,79.0,675000,670125.0,-4875.0
T. Ndicka Matam,20,169,66,70.0,48.0,57.0,63.0,57.0,63.0,475000,470125.0,-4875.0
C. Aasbak,26,187,81,65.0,52.0,63.0,61.0,62.0,76.0,650000,645125.0,-4875.0
S. Callegari,23,188,83,51.0,33.0,50.0,46.0,68.0,69.0,1100000,1095125.0,-4875.0
M. Sorinola,19,173,65,67.0,32.0,43.0,51.0,47.0,56.0,100000,95100.0,-4900.0
L. Tramoni,17,175,68,68.0,55.0,59.0,63.0,39.0,52.0,400000,395100.0,-4900.0
J. Mountney,27,184,73,73.0,57.0,61.0,61.0,46.0,70.0,375000,370100.0,-4900.0
A. Aktaş,20,177,70,61.0,47.0,57.0,55.0,41.0,48.0,180000,175100.0,-4900.0
H. Fujii,19,187,76,64.0,35.0,48.0,51.0,53.0,65.0,180000,175050.0,-4950.0
F. Mera,28,166,67,75.0,61.0,57.0,67.0,30.0,48.0,450000,445050.0,-4950.0
R. Renteria,18,177,70,58.0,51.0,48.0,56.0,47.0,51.0,160000,155050.0,-4950.0
M. de Luna,32,179,78,48.0,30.0,47.0,48.0,65.0,73.0,425000,420025.0,-4975.0
N. Fadiga,20,187,77,76.0,49.0,55.0,63.0,54.0,69.0,475000,470025.0,-4975.0
J. Brown,25,175,65,76.0,56.0,60.0,64.0,44.0,65.0,500000,495025.0,-4975.0
S. Hoskins,27,173,67,85.0,60.0,56.0,68.0,33.0,61.0,575000,570000.0,-5000.0
M. Szwoch,27,173,60,69.0,60.0,64.0,68.0,37.0,59.0,625000,620000.0,-5000.0
Li Shuai,25,180,75,77.0,40.0,58.0,65.0,61.0,72.0,900000,895000.0,-5000.0
I. Łasicki,25,184,70,47.0,34.0,48.0,48.0,62.0,70.0,425000,420000.0,-5000.0
D. Osio,23,192,79,57.0,30.0,43.0,45.0,62.0,69.0,475000,470000.0,-5000.0
M. Batshuayi,26,185,91,75.0,79.0,58.0,78.0,33.0,72.0,13000000,12995000.0,-5000.0
D. Edwards,34,183,78,51.0,61.0,62.0,62.0,60.0,71.0,220000,214975.0,-5025.0
L. de la Torre,22,178,68,68.0,52.0,61.0,69.0,41.0,42.0,700000,694975.0,-5025.0
J. Osabutey,21,181,72,85.0,62.0,47.0,67.0,24.0,58.0,675000,669975.0,-5025.0
H. Crosthwaite,17,175,70,63.0,55.0,39.0,54.0,18.0,40.0,140000,134975.0,-5025.0
O. Dale,21,175,65,82.0,54.0,53.0,62.0,24.0,55.0,350000,344950.0,-5050.0
T. Christiansen,19,185,80,66.0,30.0,32.0,37.0,52.0,64.0,120000,114950.0,-5050.0
M. Kvinge,17,172,69,56.0,51.0,39.0,48.0,18.0,46.0,70000,64950.0,-5050.0
M. Tshibuabua,18,186,78,52.0,34.0,38.0,42.0,61.0,66.0,400000,394950.0,-5050.0
N. Crovetto,34,174,72,71.0,51.0,63.0,55.0,60.0,64.0,190000,184925.0,-5075.0
M. Boyes,19,177,65,67.0,36.0,48.0,58.0,55.0,48.0,250000,244925.0,-5075.0
A. Theate,20,191,81,64.0,29.0,48.0,49.0,55.0,65.0,200000,194925.0,-5075.0
B. King,26,178,68,78.0,52.0,54.0,62.0,25.0,57.0,300000,294925.0,-5075.0
I. Mitran,18,178,74,50.0,21.0,29.0,34.0,54.0,52.0,110000,104900.0,-5100.0
M. Montiel,24,185,75,58.0,28.0,47.0,50.0,56.0,67.0,160000,154900.0,-5100.0
L. Lang,20,173,70,67.0,52.0,44.0,58.0,22.0,47.0,130000,124900.0,-5100.0
J. Guttau,20,180,70,75.0,50.0,61.0,69.0,38.0,49.0,875000,869875.0,-5125.0
Luíz Carlos,34,175,68,55.0,58.0,64.0,63.0,68.0,71.0,400000,394875.0,-5125.0
R. Postema,18,175,75,68.0,66.0,46.0,59.0,28.0,54.0,775000,769875.0,-5125.0
J. Perch,34,180,80,53.0,47.0,58.0,58.0,61.0,69.0,140000,134875.0,-5125.0
G. Lezcano,33,170,67,77.0,70.0,66.0,74.0,24.0,72.0,2400000,2394875.0,-5125.0
S. Bendebka,27,181,72,74.0,61.0,65.0,71.0,55.0,64.0,925000,919875.0,-5125.0
L. Offord,20,180,66,63.0,28.0,45.0,52.0,60.0,68.0,375000,369850.0,-5150.0
E. Kahl,18,178,69,76.0,34.0,54.0,61.0,57.0,58.0,575000,569850.0,-5150.0
L. Schlüter,28,185,78,72.0,51.0,56.0,61.0,58.0,69.0,375000,369825.0,-5175.0
J. Mosquera,17,182,68,72.0,32.0,50.0,57.0,52.0,64.0,275000,269825.0,-5175.0
A. Sow,20,177,67,73.0,50.0,49.0,62.0,31.0,38.0,230000,224800.0,-5200.0
M. Real,20,180,73,75.0,36.0,51.0,59.0,56.0,60.0,375000,369800.0,-5200.0
A. Sher,17,168,57,64.0,43.0,55.0,61.0,46.0,41.0,200000,194800.0,-5200.0
F. Wirtz,17,175,68,74.0,64.0,64.0,75.0,44.0,50.0,1800000,1794750.0,-5250.0
S. Vecchia,25,183,80,77.0,62.0,65.0,71.0,39.0,65.0,1100000,1094750.0,-5250.0
L. Vega,24,179,70,63.0,32.0,51.0,58.0,64.0,64.0,650000,644750.0,-5250.0
R. Fili,24,175,69,69.0,54.0,58.0,61.0,44.0,69.0,300000,294725.0,-5275.0
T. Keller,20,186,80,58.0,25.0,33.0,39.0,63.0,68.0,450000,444725.0,-5275.0
M. Al Sharimi,25,175,71,63.0,25.0,42.0,49.0,53.0,64.0,120000,114700.0,-5300.0
K. Alaníz,17,172,65,70.0,49.0,51.0,54.0,26.0,58.0,130000,124675.0,-5325.0
Isi Gómez,24,171,61,54.0,49.0,62.0,64.0,51.0,50.0,350000,344675.0,-5325.0
Zhang Yu,17,189,75,56.0,24.0,27.0,31.0,49.0,52.0,60000,54675.0,-5325.0
J. Morocho,18,177,72,63.0,51.0,51.0,55.0,42.0,51.0,140000,134650.0,-5350.0
H. Pérez,33,174,70,59.0,56.0,56.0,62.0,37.0,70.0,220000,214650.0,-5350.0
R. Howard,20,180,76,71.0,34.0,47.0,54.0,53.0,63.0,210000,204625.0,-5375.0
Almerge,19,178,69,64.0,37.0,51.0,51.0,58.0,57.0,300000,294625.0,-5375.0
Y. Ramadani,24,183,70,64.0,48.0,59.0,60.0,63.0,71.0,650000,644625.0,-5375.0
O. Reyes,31,186,82,55.0,35.0,49.0,47.0,48.0,66.0,60000,54625.0,-5375.0
João Pedro,23,185,78,72.0,62.0,52.0,61.0,19.0,60.0,575000,569625.0,-5375.0
A. Crookes,22,182,77,76.0,34.0,46.0,54.0,55.0,66.0,275000,269600.0,-5400.0
R. Richards,16,178,68,68.0,45.0,50.0,59.0,26.0,45.0,150000,144600.0,-5400.0
I. Bolaño,22,172,76,77.0,46.0,55.0,58.0,35.0,60.0,230000,224600.0,-5400.0
T. Weißmann,23,190,82,61.0,32.0,37.0,42.0,57.0,67.0,190000,184600.0,-5400.0
G. Avila,18,182,75,59.0,28.0,33.0,36.0,58.0,58.0,190000,184600.0,-5400.0
R. Mimnaugh,18,177,64,62.0,40.0,48.0,53.0,44.0,55.0,80000,74600.0,-5400.0
N. Fernández Mercau,20,172,66,73.0,51.0,58.0,62.0,53.0,54.0,400000,394575.0,-5425.0
G. Turda,22,188,75,60.0,31.0,44.0,40.0,63.0,67.0,450000,444575.0,-5425.0
R. Harker,20,181,80,67.0,56.0,40.0,57.0,27.0,53.0,230000,224525.0,-5475.0
H. Ekdal,21,187,76,61.0,28.0,44.0,44.0,62.0,63.0,425000,419525.0,-5475.0
C. Smith,20,175,60,70.0,54.0,38.0,51.0,19.0,45.0,110000,104525.0,-5475.0
A. Papetti,17,180,75,59.0,28.0,35.0,38.0,59.0,56.0,190000,184525.0,-5475.0
H. Biggins,24,175,68,65.0,46.0,54.0,60.0,50.0,46.0,170000,164500.0,-5500.0
Rong Hao,33,177,67,69.0,52.0,58.0,60.0,58.0,66.0,170000,164500.0,-5500.0
V. Fiskerstrand,20,174,65,81.0,55.0,42.0,55.0,22.0,49.0,160000,154500.0,-5500.0
Jean Patric,23,175,67,85.0,64.0,58.0,70.0,30.0,46.0,1000000,994500.0,-5500.0
Javi Fuego,36,181,73,40.0,60.0,66.0,64.0,67.0,70.0,230000,224500.0,-5500.0
A. Ordóñez,26,186,79,68.0,34.0,38.0,48.0,66.0,70.0,725000,719500.0,-5500.0
J. Beauguel,28,196,98,68.0,72.0,52.0,68.0,31.0,76.0,3200000,3194500.0,-5500.0
S. Jamieson,31,177,71,65.0,52.0,61.0,61.0,63.0,77.0,475000,469500.0,-5500.0
B. Montaño,18,176,70,59.0,25.0,27.0,30.0,48.0,56.0,60000,54500.0,-5500.0
T. Reifeltshammer,31,188,78,57.0,17.0,35.0,40.0,65.0,68.0,400000,394475.0,-5525.0
M. Bali,31,175,72,77.0,57.0,57.0,59.0,42.0,63.0,220000,214475.0,-5525.0
J. Mousinho,34,186,79,47.0,54.0,58.0,60.0,66.0,78.0,275000,269475.0,-5525.0
Z. Robinson,18,185,78,66.0,54.0,46.0,55.0,25.0,59.0,170000,164450.0,-5550.0
D. Luzi,18,177,70,62.0,54.0,40.0,53.0,33.0,52.0,130000,124450.0,-5550.0
H. Hansen,25,195,88,46.0,28.0,39.0,35.0,62.0,76.0,450000,444450.0,-5550.0
T. Linsbichler,20,193,81,60.0,53.0,38.0,47.0,22.0,53.0,100000,94450.0,-5550.0
Y. Qasmi,29,183,75,56.0,66.0,48.0,60.0,30.0,69.0,550000,544450.0,-5550.0
G. Sloggett,23,188,75,57.0,54.0,60.0,57.0,53.0,58.0,275000,269425.0,-5575.0
Wang Zihao,25,173,65,71.0,42.0,53.0,65.0,33.0,52.0,300000,294425.0,-5575.0
J. Shalom,18,174,65,67.0,44.0,49.0,59.0,26.0,45.0,140000,134400.0,-5600.0
Camilo,21,178,72,67.0,51.0,61.0,65.0,55.0,64.0,550000,544400.0,-5600.0
J. Sánchez,32,177,77,69.0,62.0,66.0,67.0,63.0,73.0,575000,569375.0,-5625.0
A. Ceesay,26,189,74,88.0,58.0,51.0,56.0,32.0,62.0,250000,244375.0,-5625.0
J. Harper,24,186,78,76.0,71.0,60.0,69.0,32.0,67.0,2400000,2394375.0,-5625.0
M. Eisa,25,183,70,81.0,66.0,51.0,66.0,24.0,64.0,975000,969375.0,-5625.0
Narcisso Mau,20,177,72,64.0,55.0,61.0,57.0,63.0,67.0,725000,719375.0,-5625.0
J. Edmundsson,28,185,83,71.0,64.0,64.0,70.0,42.0,69.0,900000,894375.0,-5625.0
T. Allan,20,180,70,78.0,60.0,46.0,65.0,26.0,42.0,450000,444325.0,-5675.0
Yun Yong Ho,24,173,68,61.0,55.0,57.0,64.0,46.0,61.0,325000,319300.0,-5700.0
D. Borkowski,18,184,74,61.0,57.0,42.0,58.0,24.0,55.0,275000,269300.0,-5700.0
M. Marzec,25,178,70,76.0,56.0,54.0,61.0,25.0,46.0,250000,244275.0,-5725.0
A. Badri,29,178,70,79.0,70.0,64.0,73.0,27.0,60.0,2300000,2294250.0,-5750.0
M. Fossey,21,179,76,78.0,39.0,48.0,64.0,54.0,57.0,400000,394250.0,-5750.0
E. Hustad,23,192,83,54.0,59.0,44.0,52.0,27.0,67.0,230000,224250.0,-5750.0
K. Koreniuk,22,182,79,71.0,50.0,52.0,57.0,25.0,51.0,170000,164225.0,-5775.0
M. Praszelik,19,184,74,63.0,48.0,52.0,61.0,31.0,52.0,190000,184225.0,-5775.0
A. Șeroni,33,195,90,55.0,34.0,39.0,43.0,63.0,79.0,250000,244225.0,-5775.0
A. Ohata,19,168,63,62.0,29.0,42.0,54.0,56.0,49.0,180000,174225.0,-5775.0
A. Höck,18,194,78,67.0,36.0,43.0,41.0,51.0,61.0,130000,124175.0,-5825.0
K. Kurt,18,172,68,70.0,45.0,58.0,67.0,60.0,50.0,700000,694175.0,-5825.0
M. Ramkilde,22,187,74,63.0,51.0,46.0,49.0,33.0,58.0,80000,74175.0,-5825.0
M. Tait,19,178,68,60.0,53.0,39.0,53.0,19.0,44.0,110000,104150.0,-5850.0
A. Balanta,20,178,72,62.0,42.0,51.0,54.0,62.0,63.0,525000,519125.0,-5875.0
S. Bösel,25,180,69,67.0,54.0,59.0,66.0,58.0,74.0,625000,619125.0,-5875.0
M. Grüll,21,184,74,66.0,65.0,66.0,64.0,25.0,61.0,900000,894125.0,-5875.0
J. Ring,28,182,74,80.0,62.0,65.0,70.0,51.0,68.0,900000,894125.0,-5875.0
C. Lykogiannis,26,190,78,65.0,68.0,65.0,63.0,63.0,66.0,800000,794125.0,-5875.0
D. Steczyk,21,185,77,67.0,57.0,49.0,59.0,22.0,57.0,275000,269100.0,-5900.0
Y. Someya,33,184,79,36.0,30.0,49.0,42.0,65.0,68.0,250000,244075.0,-5925.0
A. El Kaoutari,30,181,83,60.0,32.0,53.0,53.0,64.0,71.0,450000,444075.0,-5925.0
R. Longman,19,177,68,70.0,49.0,51.0,56.0,28.0,42.0,170000,164050.0,-5950.0
E. Obi,19,196,87,50.0,29.0,37.0,35.0,57.0,65.0,210000,204050.0,-5950.0
Ba Dun,24,181,72,77.0,55.0,53.0,60.0,40.0,62.0,275000,269025.0,-5975.0
R. Tierney,19,174,65,66.0,52.0,49.0,59.0,25.0,42.0,170000,164025.0,-5975.0
J. Lara,31,188,76,53.0,52.0,52.0,50.0,60.0,73.0,230000,224000.0,-6000.0
D. Türüç,27,177,72,75.0,69.0,78.0,76.0,56.0,70.0,7000000,6994000.0,-6000.0
F. Schär,28,188,84,61.0,69.0,71.0,69.0,79.0,76.0,10500000,10494000.0,-6000.0
L. Fernandez,18,193,74,60.0,23.0,34.0,41.0,50.0,66.0,110000,104000.0,-6000.0
Clemente,21,180,79,62.0,31.0,50.0,46.0,64.0,65.0,750000,744000.0,-6000.0
F. Kent,24,188,76,64.0,30.0,48.0,56.0,65.0,72.0,675000,669000.0,-6000.0
K. Shibato,24,180,70,58.0,48.0,62.0,63.0,57.0,65.0,475000,468975.0,-6025.0
N. Alexandersson,18,179,67,71.0,47.0,51.0,63.0,34.0,42.0,250000,243975.0,-6025.0
T. O'Neill,20,186,75,61.0,57.0,37.0,49.0,20.0,52.0,180000,173975.0,-6025.0
M. Steinwender,20,190,77,48.0,29.0,41.0,38.0,56.0,68.0,200000,193925.0,-6075.0
M. Lassen,19,181,74,73.0,25.0,35.0,50.0,49.0,51.0,120000,113900.0,-6100.0
N. Gorzel,21,175,73,65.0,32.0,54.0,53.0,60.0,65.0,425000,418900.0,-6100.0
R. Kawamoto,19,178,70,59.0,57.0,47.0,50.0,24.0,59.0,200000,193900.0,-6100.0
M. Navarro,21,173,66,69.0,29.0,45.0,56.0,55.0,47.0,250000,243900.0,-6100.0
P. Kitchen,28,183,73,53.0,56.0,57.0,57.0,63.0,74.0,525000,518875.0,-6125.0
J. Thorsen,30,188,79,67.0,50.0,61.0,62.0,59.0,72.0,425000,418875.0,-6125.0
S. Skogen,19,180,70,65.0,26.0,32.0,36.0,54.0,56.0,120000,113850.0,-6150.0
W. Preuss,18,187,76,69.0,49.0,48.0,54.0,26.0,49.0,120000,113850.0,-6150.0
J. Vazquez,19,180,66,55.0,52.0,39.0,52.0,18.0,48.0,110000,103825.0,-6175.0
R. Feltscher,29,184,90,60.0,46.0,61.0,61.0,63.0,74.0,450000,443825.0,-6175.0
D. Iapichino,29,182,73,73.0,50.0,56.0,63.0,59.0,58.0,375000,368800.0,-6200.0
W. Gaona,18,172,70,71.0,49.0,45.0,53.0,23.0,48.0,100000,93800.0,-6200.0
H. Al Shuwaysh,31,185,77,37.0,24.0,45.0,50.0,58.0,76.0,190000,183775.0,-6225.0
Wang Ziming,23,187,76,77.0,58.0,48.0,58.0,32.0,66.0,300000,293775.0,-6225.0
R. Beerens,32,173,63,63.0,58.0,66.0,65.0,26.0,47.0,425000,418775.0,-6225.0
S. Dembele,23,173,67,83.0,58.0,61.0,69.0,30.0,44.0,1000000,993750.0,-6250.0
J. Eickmayer,27,178,71,74.0,49.0,58.0,64.0,62.0,69.0,575000,568750.0,-6250.0
S. Schimmer,26,185,75,64.0,68.0,41.0,62.0,29.0,73.0,925000,918750.0,-6250.0
E. Dudouit,28,186,70,64.0,30.0,57.0,52.0,63.0,70.0,475000,468750.0,-6250.0
Kim Tae Hwan,20,179,73,70.0,26.0,41.0,47.0,60.0,64.0,350000,343750.0,-6250.0
Sergio Benito,21,173,73,66.0,64.0,51.0,68.0,26.0,59.0,825000,818750.0,-6250.0
T. Seto,34,181,73,60.0,57.0,61.0,62.0,66.0,68.0,300000,293725.0,-6275.0
U. Güneş,20,177,74,64.0,43.0,55.0,55.0,49.0,58.0,170000,163700.0,-6300.0
T. Elliott,29,193,76,74.0,61.0,49.0,62.0,34.0,76.0,450000,443700.0,-6300.0
J. Mvondo,22,177,72,61.0,41.0,61.0,62.0,59.0,59.0,500000,493675.0,-6325.0
L. Vella,23,176,65,66.0,56.0,57.0,63.0,29.0,41.0,350000,343675.0,-6325.0
I. Olaofe,20,178,82,75.0,54.0,44.0,59.0,19.0,53.0,200000,193675.0,-6325.0
S. Tracey,22,179,76,75.0,54.0,54.0,62.0,42.0,56.0,325000,318675.0,-6325.0
A. Al Qahtani,21,179,71,68.0,44.0,48.0,55.0,26.0,54.0,130000,123650.0,-6350.0
J. Nekadio,18,195,93,67.0,27.0,38.0,41.0,54.0,69.0,200000,193650.0,-6350.0
F. Lohkemper,25,179,76,82.0,62.0,54.0,69.0,29.0,61.0,850000,843625.0,-6375.0
Choi Bo Kyung,32,184,79,63.0,39.0,56.0,54.0,63.0,72.0,350000,343625.0,-6375.0
G. Mera,30,187,87,48.0,26.0,39.0,41.0,70.0,81.0,1400000,1393625.0,-6375.0
S. Gallagher,24,193,75,70.0,68.0,54.0,63.0,45.0,74.0,1200000,1193625.0,-6375.0
J. Flanagan,17,182,70,62.0,30.0,39.0,42.0,53.0,66.0,150000,143600.0,-6400.0
J. Ramsey,19,180,70,66.0,43.0,53.0,59.0,43.0,49.0,170000,163575.0,-6425.0
Y. Abetew,21,187,80,66.0,29.0,45.0,47.0,50.0,67.0,120000,113575.0,-6425.0
T. Pietermaat,27,174,68,67.0,31.0,57.0,56.0,65.0,69.0,650000,643550.0,-6450.0
D. Ulysse,21,173,61,72.0,26.0,47.0,56.0,50.0,54.0,170000,163525.0,-6475.0
Oriol Romeu,28,183,83,41.0,39.0,61.0,62.0,76.0,77.0,6500000,6493500.0,-6500.0
N. Boogaard,33,188,88,48.0,27.0,42.0,38.0,59.0,74.0,140000,133500.0,-6500.0
Yun Ji Hyeok,22,190,85,57.0,25.0,35.0,32.0,53.0,71.0,130000,123500.0,-6500.0
A. Frías,22,185,81,53.0,31.0,43.0,47.0,66.0,73.0,850000,843500.0,-6500.0
