short_name,age,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic,value_eur
N. Antonitsch,28,187,83,58.0,31.0,42.0,41.0,66.0,80.0,625000
Y. Ito,26,176,68,69.0,30.0,57.0,58.0,63.0,62.0,650000
R. Harakawa,26,175,72,80.0,58.0,64.0,70.0,57.0,64.0,750000
Jang Ho Ik,26,173,62,81.0,51.0,57.0,67.0,62.0,74.0,750000
M. Finotto,27,183,72,82.0,62.0,57.0,65.0,35.0,67.0,750000
A. Delamea,29,183,73,55.0,32.0,48.0,56.0,66.0,70.0,600000
J. Żubrowski,28,181,73,53.0,48.0,62.0,63.0,61.0,72.0,650000
T. Schwede,26,182,73,79.0,54.0,59.0,65.0,38.0,66.0,750000
M. Perg,28,185,80,49.0,30.0,39.0,41.0,66.0,77.0,625000
W. Semedo,26,185,68,76.0,63.0,60.0,69.0,36.0,64.0,750000
S. Strand,27,175,70,85.0,31.0,50.0,61.0,60.0,64.0,650000
Y. Goto,27,171,70,79.0,63.0,66.0,66.0,36.0,65.0,750000
E. Papa,27,178,75,66.0,60.0,61.0,66.0,62.0,72.0,650000
N. Roșu,26,175,68,68.0,63.0,68.0,69.0,50.0,61.0,750000
C. Vega,26,178,70,66.0,54.0,65.0,63.0,64.0,67.0,750000
M. Da Luz,25,174,73,79.0,64.0,59.0,69.0,30.0,51.0,775000
M. Benkhemassa,27,176,70,61.0,57.0,64.0,64.0,61.0,64.0,725000
Leo Coelho,27,189,88,75.0,41.0,51.0,47.0,68.0,65.0,650000
G. de los Santos,29,181,75,52.0,45.0,47.0,51.0,65.0,70.0,600000
A. López,27,167,60,77.0,31.0,57.0,55.0,66.0,67.0,650000
W. Godoy,26,178,67,70.0,55.0,62.0,63.0,45.0,59.0,750000
N. Viera,27,182,83,67.0,67.0,48.0,61.0,26.0,64.0,750000
H. Miyuki,27,172,65,62.0,55.0,66.0,66.0,58.0,61.0,725000
B. Saidani,27,188,75,51.0,45.0,52.0,54.0,65.0,78.0,650000
S. Boukhenchouche,28,187,82,53.0,42.0,57.0,60.0,64.0,76.0,650000
J. Puljić,26,187,72,69.0,67.0,57.0,64.0,23.0,62.0,775000
J. Zules Caicedo,29,183,76,55.0,30.0,42.0,38.0,67.0,68.0,600000
B. Letić,27,184,78,66.0,57.0,52.0,63.0,63.0,62.0,650000
A. Farnerud,36,182,73,51.0,66.0,69.0,66.0,59.0,59.0,200000
M. Marić,36,188,83,32.0,57.0,49.0,45.0,68.0,73.0,130000
C. Grindheim,36,179,74,34.0,59.0,69.0,66.0,56.0,69.0,200000
I. Henderson,35,178,67,59.0,68.0,63.0,68.0,36.0,69.0,300000
A. Durak,33,181,80,68.0,61.0,64.0,69.0,62.0,66.0,325000
J. Gjasula,34,189,87,51.0,65.0,69.0,66.0,60.0,70.0,250000
D. Nugent,35,180,76,52.0,67.0,58.0,68.0,35.0,57.0,300000
Verza,33,181,78,36.0,68.0,70.0,65.0,61.0,62.0,375000
Y. Kurtuluş,34,175,70,57.0,69.0,65.0,67.0,65.0,63.0,250000
W. Hoolahan,38,168,71,51.0,65.0,68.0,68.0,47.0,44.0,220000
J. Coppinger,39,170,65,49.0,64.0,68.0,68.0,43.0,60.0,170000
J. Absalonsen,34,177,76,66.0,63.0,64.0,68.0,50.0,62.0,325000
M. Roman,35,173,70,70.0,64.0,67.0,63.0,53.0,66.0,275000
P. Celeban,35,181,76,41.0,51.0,49.0,56.0,65.0,76.0,200000
P. Quasten,35,179,71,58.0,38.0,61.0,63.0,64.0,68.0,180000
R. Wood,34,191,82,31.0,35.0,46.0,42.0,66.0,73.0,240000
S. Holmén,36,180,74,64.0,64.0,66.0,65.0,65.0,64.0,200000
J. Pitroipa,34,176,62,70.0,62.0,63.0,71.0,34.0,47.0,325000
Zapater,35,180,80,49.0,64.0,68.0,61.0,66.0,68.0,275000
L. Chambers,34,185,87,52.0,26.0,51.0,50.0,66.0,78.0,240000
T. Van Hyfte,34,187,68,58.0,61.0,69.0,66.0,55.0,61.0,325000
G. Leadbitter,34,178,79,46.0,64.0,67.0,62.0,65.0,68.0,250000
B. Safari,35,181,79,63.0,40.0,64.0,65.0,64.0,71.0,180000
O. Arellano,33,178,72,71.0,60.0,65.0,68.0,56.0,67.0,400000
D. Charles,32,185,85,54.0,44.0,47.0,49.0,65.0,74.0,425000
S. Whalley,32,176,67,87.0,59.0,59.0,67.0,37.0,62.0,500000
A. Grant,33,178,71,65.0,50.0,59.0,63.0,63.0,81.0,325000
I. Khalili,33,182,75,71.0,65.0,65.0,67.0,46.0,65.0,400000
O. Hoban,37,183,83,39.0,57.0,60.0,57.0,66.0,69.0,140000
R. Griffiths,32,187,86,50.0,50.0,61.0,60.0,62.0,78.0,425000
D. Gray,32,183,78,66.0,42.0,60.0,62.0,64.0,72.0,400000
J. Grounds,32,185,87,60.0,41.0,56.0,62.0,64.0,73.0,400000
C. Luna,38,179,82,58.0,65.0,53.0,63.0,28.0,60.0,230000
C. Skuse,34,185,72,51.0,54.0,62.0,60.0,66.0,71.0,250000
J. Parr,31,182,75,71.0,56.0,59.0,64.0,61.0,70.0,475000
A. Lithgow,32,185,85,48.0,37.0,46.0,46.0,65.0,70.0,425000
E. Castillo,33,170,75,76.0,57.0,61.0,66.0,61.0,63.0,300000
J. Toivio,32,186,87,57.0,52.0,55.0,51.0,65.0,73.0,425000
M. Lumb,32,177,79,65.0,56.0,63.0,64.0,63.0,73.0,400000
T. Jodłowiec,34,189,92,39.0,49.0,62.0,56.0,65.0,71.0,250000
M. Yıldırım,33,170,68,58.0,50.0,63.0,66.0,62.0,66.0,325000
Kim Chang Soo,34,179,72,66.0,59.0,61.0,64.0,63.0,68.0,230000
I. Pallas,37,193,87,36.0,45.0,48.0,50.0,65.0,72.0,130000
D. Furman,32,183,73,65.0,63.0,64.0,66.0,63.0,77.0,475000
K. Özer,32,170,62,77.0,58.0,62.0,69.0,35.0,57.0,500000
A. Swinkels,35,184,81,42.0,34.0,49.0,40.0,69.0,70.0,200000
César Díaz,33,171,74,82.0,69.0,57.0,67.0,34.0,73.0,400000
S. Jamieson,31,177,71,65.0,52.0,61.0,61.0,63.0,77.0,475000
David Caiado,33,178,74,65.0,61.0,64.0,73.0,31.0,45.0,400000
D. Worrall,30,170,67,76.0,58.0,62.0,67.0,50.0,70.0,600000
F. Frans,31,193,80,43.0,40.0,50.0,46.0,67.0,75.0,475000
Iriome,33,185,80,78.0,64.0,56.0,68.0,47.0,71.0,400000
N. Gerzić,36,175,79,43.0,51.0,70.0,69.0,56.0,65.0,200000
A. Landgren,31,176,74,61.0,54.0,62.0,61.0,63.0,75.0,475000
Wang Yongpo,33,178,71,71.0,65.0,67.0,66.0,55.0,66.0,400000
Zheng Long,32,178,71,79.0,59.0,66.0,65.0,46.0,64.0,500000
Zou Zheng,32,178,70,74.0,53.0,63.0,63.0,63.0,64.0,400000
H. Saivet,29,174,76,67.0,65.0,70.0,68.0,62.0,59.0,625000
J. Taravel,33,191,85,36.0,42.0,61.0,47.0,68.0,66.0,300000
D. Di Gennaro,32,180,72,67.0,63.0,69.0,67.0,58.0,63.0,475000
J. Spearing,31,171,71,56.0,52.0,62.0,66.0,64.0,69.0,475000
M. de Luna,32,179,78,48.0,30.0,47.0,48.0,65.0,73.0,425000
S. Mölders,35,185,88,44.0,68.0,49.0,52.0,36.0,75.0,300000
F. Andriatsima,36,184,74,56.0,67.0,57.0,63.0,29.0,66.0,230000
L. Nestor,31,179,70,56.0,43.0,55.0,49.0,66.0,73.0,475000
L. Vibe,33,181,72,72.0,67.0,60.0,67.0,36.0,62.0,400000
J. Nava,30,174,62,74.0,58.0,62.0,70.0,58.0,63.0,500000
A. Judge,31,169,70,59.0,64.0,68.0,69.0,37.0,59.0,575000
M. Kramer,31,196,80,46.0,64.0,56.0,56.0,35.0,63.0,575000
A. Collin,34,187,86,41.0,46.0,52.0,49.0,62.0,75.0,240000
G. Madine,29,193,75,51.0,66.0,51.0,61.0,32.0,78.0,650000
J. Goossens,31,174,77,48.0,65.0,70.0,66.0,51.0,59.0,550000
T. Høiland,31,177,72,78.0,66.0,52.0,67.0,33.0,75.0,575000
Shin Kwang Hoon,33,178,73,73.0,48.0,61.0,62.0,61.0,70.0,300000
D. Hubert,32,184,79,46.0,53.0,61.0,53.0,67.0,70.0,425000
A. Auassar,33,186,80,34.0,64.0,65.0,61.0,61.0,79.0,325000
M. James,28,181,86,52.0,60.0,68.0,66.0,66.0,62.0,650000
T. Smith,30,188,82,54.0,32.0,53.0,49.0,65.0,76.0,525000
N. Vidrio,31,182,74,48.0,48.0,59.0,59.0,67.0,70.0,475000
J. Ryan,31,180,67,60.0,56.0,65.0,66.0,61.0,67.0,475000
S. Salinas,34,178,68,73.0,58.0,63.0,67.0,58.0,62.0,230000
Gu Cao,32,183,75,71.0,40.0,46.0,59.0,66.0,75.0,425000
D. Cervantes,30,184,78,67.0,24.0,41.0,53.0,71.0,60.0,525000
S. Hain,31,178,75,71.0,65.0,54.0,69.0,25.0,64.0,575000
F. Sears,30,170,75,75.0,64.0,62.0,69.0,37.0,59.0,600000
J. González,28,169,76,64.0,51.0,61.0,64.0,65.0,62.0,550000
J. Hamroun,31,175,74,73.0,53.0,63.0,71.0,31.0,56.0,575000
E. Doyle,32,181,73,63.0,67.0,58.0,64.0,28.0,70.0,525000
E. Kujović,32,194,88,37.0,70.0,52.0,56.0,31.0,65.0,525000
M. Olsson,32,180,68,72.0,48.0,59.0,64.0,63.0,56.0,400000
T. Oar,28,170,64,72.0,56.0,65.0,67.0,39.0,50.0,650000
F. Duplus,30,178,72,69.0,34.0,56.0,57.0,66.0,67.0,500000
D. Wuytens,29,183,80,42.0,26.0,51.0,50.0,66.0,71.0,550000
W. Rémy,29,184,75,62.0,39.0,60.0,55.0,61.0,72.0,550000
J. Skjelvik,28,183,77,81.0,46.0,58.0,62.0,62.0,71.0,550000
P. Hanlon,30,185,70,60.0,31.0,54.0,57.0,65.0,76.0,525000
M. Facchinetti,29,184,78,70.0,51.0,54.0,58.0,61.0,68.0,525000
A. Sauthier,29,185,75,67.0,50.0,59.0,58.0,64.0,68.0,525000
E. Schreiner,31,180,74,68.0,63.0,63.0,65.0,59.0,69.0,575000
M. Sema,31,172,68,77.0,61.0,60.0,70.0,40.0,56.0,575000
R. Jönsson,30,192,73,69.0,63.0,62.0,67.0,38.0,62.0,600000
M. Boland,33,174,70,70.0,63.0,65.0,65.0,61.0,69.0,325000
Lombán,33,185,79,48.0,54.0,59.0,53.0,67.0,69.0,300000
P. Madden,30,183,76,68.0,67.0,51.0,62.0,34.0,70.0,625000
J. Mills,30,175,70,74.0,49.0,61.0,64.0,61.0,71.0,500000
O. Cissokho,33,177,68,69.0,53.0,61.0,66.0,41.0,68.0,400000
R. McGowan,30,191,75,65.0,48.0,56.0,59.0,64.0,77.0,525000
Óscar Sielva,28,178,78,64.0,58.0,67.0,67.0,60.0,63.0,575000
J. Brayford,32,173,71,60.0,42.0,59.0,60.0,65.0,71.0,400000
M. Solheim,32,178,74,62.0,48.0,59.0,59.0,64.0,72.0,400000
C. Dorda,31,182,80,66.0,35.0,58.0,61.0,64.0,70.0,475000
Mossa,31,178,72,63.0,52.0,63.0,62.0,64.0,67.0,475000
M. Pourié,29,185,86,78.0,63.0,56.0,63.0,22.0,77.0,650000
J. Kirchhoff,29,195,80,38.0,39.0,62.0,54.0,66.0,69.0,550000
T. Aldred,29,188,84,47.0,30.0,39.0,38.0,63.0,81.0,550000
R. Lundström,30,182,72,85.0,53.0,60.0,62.0,59.0,68.0,500000
S. McConville,31,180,74,77.0,62.0,63.0,65.0,43.0,59.0,575000
M. Gaus,30,183,80,78.0,60.0,61.0,63.0,60.0,77.0,600000
Kim Sung Hwan,33,184,78,67.0,61.0,65.0,67.0,61.0,80.0,375000
G. Grisez,30,185,76,66.0,51.0,56.0,58.0,65.0,70.0,500000
Zhang Chi,32,186,70,69.0,56.0,60.0,59.0,64.0,67.0,400000
E. Friberg,34,180,70,42.0,57.0,70.0,62.0,56.0,69.0,325000
Y. Pehlivan,31,184,70,70.0,58.0,57.0,63.0,63.0,70.0,475000
M. Davidson,32,183,69,69.0,59.0,61.0,67.0,62.0,81.0,475000
M. Abubakari,34,178,75,54.0,50.0,61.0,65.0,61.0,66.0,250000
T. Perthel,31,185,83,66.0,58.0,63.0,64.0,62.0,74.0,475000
G. Merebashvili,33,179,75,67.0,60.0,63.0,68.0,34.0,62.0,400000
H. Mulder,33,180,76,44.0,58.0,62.0,60.0,63.0,75.0,300000
A. Taylor,29,193,76,53.0,36.0,41.0,48.0,65.0,80.0,550000
A. Ignjovski,29,176,71,66.0,50.0,60.0,66.0,65.0,67.0,550000
L. Nomenjanahary,34,177,77,65.0,60.0,65.0,67.0,46.0,60.0,325000
J. Colback,30,177,77,56.0,56.0,63.0,62.0,64.0,65.0,525000
T. Flanagan,28,188,76,57.0,34.0,53.0,59.0,65.0,74.0,575000
S. Winnall,29,175,71,69.0,67.0,48.0,65.0,23.0,60.0,650000
M. Aydin,32,188,91,57.0,67.0,58.0,60.0,42.0,68.0,525000
C. Hussey,31,178,65,66.0,48.0,60.0,63.0,60.0,66.0,475000
B. García,35,175,68,64.0,62.0,65.0,68.0,58.0,66.0,275000
L. Vilsvik,31,180,73,71.0,58.0,61.0,63.0,61.0,70.0,475000
Ángel Martínez,29,184,78,69.0,50.0,59.0,56.0,62.0,73.0,525000
J. Davidson,29,180,72,68.0,50.0,60.0,66.0,60.0,65.0,525000
Cubillas,30,191,78,63.0,64.0,49.0,62.0,27.0,65.0,625000
G. Åsen,29,182,71,61.0,65.0,68.0,66.0,53.0,67.0,625000
S. Makienok,29,201,94,35.0,67.0,49.0,59.0,31.0,77.0,650000
M. Pereira,32,180,73,90.0,61.0,60.0,68.0,49.0,75.0,500000
M. van der Maarel,30,177,74,62.0,37.0,58.0,59.0,67.0,68.0,525000
A. Calisir,30,180,74,59.0,35.0,55.0,59.0,66.0,71.0,525000
I. Franjić,32,180,76,67.0,58.0,61.0,63.0,61.0,69.0,400000
A. Acosta,32,174,75,51.0,58.0,67.0,68.0,63.0,64.0,400000
G. Nazareno,32,180,75,75.0,44.0,57.0,61.0,59.0,78.0,400000
S. Stangl,28,185,71,72.0,53.0,61.0,63.0,65.0,62.0,550000
M. Jonckheere,30,177,67,46.0,61.0,69.0,67.0,61.0,54.0,600000
J. Aguilar,31,178,77,62.0,46.0,54.0,51.0,62.0,68.0,475000
Fran Vélez,29,179,75,53.0,34.0,62.0,59.0,62.0,77.0,550000
R. Hassan,29,172,64,78.0,59.0,61.0,69.0,48.0,60.0,625000
S. Yılmaz,30,183,79,76.0,65.0,60.0,67.0,34.0,67.0,600000
Edgar Hernández,33,189,74,56.0,70.0,55.0,62.0,32.0,65.0,400000
J. Ogu,32,192,84,34.0,61.0,60.0,58.0,64.0,85.0,425000
J. Heris,29,188,80,53.0,22.0,48.0,37.0,67.0,73.0,550000
T. Çiçek,28,179,77,75.0,68.0,62.0,66.0,35.0,65.0,650000
J. Rivierez,31,182,82,50.0,28.0,54.0,57.0,66.0,77.0,475000
Park Jong Woo,31,180,74,75.0,56.0,66.0,66.0,64.0,73.0,550000
R. Tafazolli,28,196,93,51.0,28.0,43.0,48.0,66.0,73.0,575000
R. Smallwood,29,180,72,56.0,56.0,59.0,58.0,65.0,74.0,550000
J. Morris,28,182,72,67.0,66.0,66.0,67.0,57.0,67.0,650000
S. Schipplock,31,186,84,68.0,64.0,57.0,62.0,39.0,75.0,575000
N. Helenius,29,196,83,63.0,66.0,53.0,62.0,35.0,65.0,650000
Forniés,29,177,71,77.0,32.0,53.0,56.0,62.0,70.0,525000
R. Laursen,28,182,79,83.0,36.0,56.0,63.0,59.0,64.0,550000
R. Teibert,27,173,66,56.0,52.0,67.0,68.0,64.0,65.0,650000
J. Faucher,28,177,70,69.0,66.0,52.0,66.0,25.0,61.0,675000
T. Bruns,28,177,72,67.0,60.0,65.0,66.0,61.0,67.0,650000
W. Chalá,28,179,70,81.0,65.0,50.0,65.0,37.0,64.0,675000
J. Williams,32,188,88,59.0,46.0,59.0,56.0,65.0,73.0,425000
R. Riski,30,175,68,79.0,63.0,62.0,68.0,45.0,60.0,600000
Im Seon Yeong,32,185,78,64.0,63.0,66.0,64.0,62.0,71.0,475000
Hernán,29,181,73,52.0,60.0,64.0,65.0,64.0,71.0,625000
C. Wernitznig,30,179,80,75.0,67.0,65.0,69.0,57.0,68.0,600000
Go Moo Yol,29,186,80,76.0,63.0,57.0,67.0,31.0,67.0,625000
J. Carroll,28,183,78,74.0,41.0,61.0,62.0,61.0,67.0,550000
M. Ureña,30,179,79,80.0,63.0,59.0,70.0,37.0,66.0,625000
M. O'Halloran,29,181,79,89.0,65.0,57.0,68.0,30.0,63.0,625000
T. Kister,33,193,93,33.0,29.0,42.0,38.0,66.0,75.0,300000
A. Galabinov,31,192,88,36.0,70.0,57.0,58.0,21.0,76.0,575000
K. Løkberg,28,174,69,64.0,60.0,62.0,67.0,60.0,73.0,650000
R. Pietrzak,28,176,69,69.0,55.0,59.0,64.0,62.0,65.0,550000
Q. Martinus,29,183,70,84.0,63.0,61.0,65.0,42.0,65.0,625000
José Ángel,28,182,74,63.0,57.0,65.0,63.0,61.0,73.0,650000
G. Korte,29,177,70,74.0,66.0,61.0,72.0,29.0,55.0,625000
R. Windbichler,29,183,72,65.0,34.0,53.0,51.0,63.0,74.0,550000
D. Mohamed,31,182,73,63.0,57.0,66.0,65.0,67.0,71.0,550000
T. Beugelsdijk,29,192,79,39.0,39.0,45.0,44.0,65.0,76.0,550000
Salvador Agra,28,166,60,86.0,63.0,61.0,70.0,35.0,51.0,650000
A. Ba,29,197,79,48.0,38.0,46.0,41.0,65.0,78.0,550000
W. Kamavuaka,30,188,81,62.0,46.0,55.0,56.0,67.0,75.0,525000
M. Akça,29,182,75,65.0,40.0,53.0,53.0,65.0,69.0,550000
H. Shala,28,178,71,73.0,64.0,63.0,72.0,54.0,67.0,650000
J. Bartkowski,28,181,77,80.0,39.0,58.0,59.0,60.0,67.0,550000
M. Antonsson,29,184,80,78.0,65.0,57.0,64.0,42.0,75.0,650000
S. Balić,30,185,78,67.0,38.0,51.0,58.0,64.0,74.0,500000
D. Georgievski,32,178,75,68.0,56.0,60.0,62.0,62.0,79.0,400000
T. Boyd,29,188,82,47.0,69.0,43.0,58.0,28.0,76.0,650000
R. Camacho,29,185,79,46.0,39.0,61.0,59.0,66.0,69.0,550000
J. Valencia,28,186,74,69.0,67.0,41.0,65.0,24.0,80.0,675000
C. Ramírez,27,170,67,73.0,64.0,61.0,69.0,38.0,52.0,675000
R. Kristiansen,32,183,74,77.0,45.0,56.0,63.0,62.0,66.0,400000
A. Koro Koné,30,178,74,77.0,65.0,52.0,64.0,25.0,57.0,625000
D. Fällman,30,187,84,50.0,29.0,41.0,42.0,66.0,71.0,525000
M. Lieder,30,188,85,70.0,63.0,50.0,67.0,23.0,74.0,625000
M. Mak,28,176,68,83.0,64.0,60.0,68.0,44.0,56.0,650000
Choi Sung Geun,28,183,73,72.0,55.0,61.0,65.0,67.0,73.0,650000
C. Matei,28,175,70,77.0,64.0,64.0,68.0,38.0,60.0,650000
K. Schuermans,29,195,84,38.0,34.0,51.0,46.0,65.0,76.0,550000
A. Ndiaye,29,179,67,86.0,63.0,53.0,71.0,27.0,60.0,625000
P. Frick,28,182,81,73.0,64.0,57.0,59.0,36.0,82.0,675000
C. Rivero,27,179,80,54.0,32.0,48.0,60.0,65.0,68.0,575000
A. Khamis,31,172,68,70.0,51.0,61.0,67.0,60.0,69.0,475000
M. Matras,29,193,88,47.0,51.0,56.0,49.0,66.0,83.0,550000
A. Frączczak,32,182,79,71.0,64.0,64.0,64.0,63.0,75.0,525000
J. Adéoti,31,183,79,48.0,53.0,59.0,57.0,66.0,71.0,475000
K. Moleko,30,181,76,77.0,49.0,60.0,66.0,63.0,61.0,500000
J. Wurtz,28,182,76,69.0,64.0,60.0,63.0,59.0,72.0,675000
M. Jahfali,29,185,77,64.0,36.0,50.0,46.0,65.0,74.0,550000
I. Al Zubaidi,30,172,60,74.0,33.0,56.0,64.0,59.0,68.0,500000
A. Maes,28,174,68,61.0,61.0,68.0,68.0,58.0,62.0,650000
Gégé,32,184,78,39.0,34.0,53.0,54.0,65.0,76.0,425000
S. Piesinger,28,192,84,34.0,55.0,53.0,55.0,64.0,78.0,575000
A. Al Jebreen,30,179,73,57.0,66.0,65.0,64.0,63.0,69.0,525000
M. Salem,34,178,82,51.0,37.0,44.0,48.0,65.0,81.0,240000
H. Kadish,27,179,70,73.0,42.0,58.0,60.0,63.0,74.0,575000
O. Viera,33,185,79,36.0,51.0,44.0,39.0,64.0,76.0,300000
Carlos Hernández,29,185,80,42.0,45.0,42.0,43.0,66.0,76.0,550000
K. Schulz,30,188,82,69.0,56.0,62.0,61.0,64.0,76.0,500000
J. Oumari,31,187,82,63.0,42.0,46.0,48.0,64.0,74.0,475000
M. Welzmüller,30,177,72,68.0,49.0,66.0,60.0,61.0,68.0,525000
M. Thiel,27,187,81,72.0,65.0,62.0,70.0,31.0,62.0,675000
Jeong Dong Ho,30,174,68,75.0,27.0,55.0,66.0,62.0,62.0,500000
S. Lex,30,178,75,87.0,61.0,60.0,69.0,28.0,62.0,600000
D. Erdmann,29,188,86,53.0,40.0,50.0,49.0,61.0,85.0,550000
H. Gómez,28,174,76,68.0,49.0,52.0,57.0,63.0,69.0,550000
C. Ayala,34,179,74,53.0,50.0,62.0,66.0,60.0,72.0,250000
C. Monsalvo,30,174,71,79.0,63.0,52.0,65.0,22.0,61.0,625000
R. Salinas,33,188,81,45.0,67.0,45.0,61.0,35.0,66.0,400000
I. Quílez,30,179,76,69.0,32.0,52.0,65.0,64.0,65.0,500000
A. Keita,28,183,78,81.0,65.0,48.0,65.0,23.0,66.0,675000
I. Kecojević,32,191,83,53.0,41.0,47.0,49.0,64.0,78.0,425000
R. Dimitrov,31,174,74,72.0,41.0,61.0,61.0,63.0,69.0,475000
J. Wójcicki,31,189,80,70.0,57.0,60.0,62.0,61.0,67.0,475000
M. El Makrini,32,184,74,57.0,46.0,61.0,66.0,67.0,75.0,475000
S. Handle,27,170,68,82.0,60.0,56.0,70.0,44.0,58.0,675000
P. Zulechner,30,182,79,73.0,64.0,53.0,62.0,31.0,64.0,625000
K. Azamoum,30,178,76,61.0,56.0,68.0,64.0,61.0,65.0,525000
S. Hertner,29,180,75,73.0,42.0,60.0,63.0,63.0,66.0,525000
D. Diring,28,180,77,69.0,55.0,66.0,66.0,60.0,73.0,650000
S. Kutschke,31,194,95,51.0,69.0,44.0,52.0,38.0,81.0,575000
J. Torrico,33,174,63,68.0,31.0,47.0,57.0,64.0,61.0,300000
A. Flores,29,168,68,69.0,60.0,64.0,65.0,62.0,57.0,625000
M. Deville,27,192,88,69.0,64.0,61.0,62.0,37.0,76.0,675000
D. Wheeler,29,180,76,79.0,61.0,59.0,67.0,34.0,68.0,625000
Iñaki Sáenz,32,177,76,76.0,54.0,63.0,66.0,59.0,76.0,400000
E. Assifuah,26,176,72,91.0,62.0,56.0,65.0,28.0,73.0,700000
Raphael Rossi,29,189,84,41.0,36.0,45.0,49.0,67.0,66.0,550000
D. Hernández,29,176,60,70.0,59.0,67.0,69.0,30.0,57.0,625000
Woo Ju Sung,27,184,75,63.0,47.0,55.0,58.0,64.0,75.0,575000
N. Nyauza,30,176,77,75.0,39.0,51.0,67.0,68.0,60.0,525000
Kim Do Hyeok,28,173,71,55.0,59.0,65.0,63.0,51.0,75.0,650000
Ahn Yong Woo,28,177,69,74.0,60.0,62.0,66.0,39.0,62.0,650000
C. Duvall,28,178,72,75.0,44.0,60.0,60.0,62.0,69.0,550000
J. Zwischenbrugger,30,187,80,53.0,46.0,55.0,54.0,67.0,71.0,525000
Gwon Wan Gyu,28,183,76,84.0,31.0,55.0,60.0,62.0,66.0,550000
M. Mirahmetjan,29,182,73,67.0,64.0,67.0,65.0,60.0,68.0,625000
Wu Xinghan,27,183,74,80.0,59.0,60.0,65.0,54.0,65.0,675000
Jin Jingdao,28,169,66,72.0,58.0,63.0,66.0,66.0,63.0,650000
Xie Pengfei,27,179,74,78.0,63.0,59.0,66.0,46.0,64.0,675000
Seo Bo Min,30,175,64,82.0,61.0,57.0,65.0,42.0,60.0,600000
Park Dae Han,29,173,70,76.0,28.0,55.0,65.0,61.0,63.0,525000
B. Mitrea,32,185,79,47.0,49.0,46.0,44.0,65.0,76.0,425000
C. Alkılıç,32,177,62,79.0,60.0,56.0,67.0,58.0,65.0,400000
Filipe Melo,30,189,83,48.0,42.0,60.0,62.0,67.0,70.0,525000
M. Alaníz,27,175,72,74.0,67.0,64.0,68.0,45.0,61.0,675000
Hugo Seco,32,176,69,76.0,61.0,60.0,69.0,40.0,63.0,500000
Querol,31,183,79,86.0,62.0,59.0,63.0,53.0,67.0,575000
C. Psyché,31,186,82,49.0,35.0,41.0,49.0,65.0,76.0,475000
B. Bahn,27,180,69,79.0,63.0,67.0,69.0,35.0,64.0,675000
M. Šitum,28,177,76,69.0,59.0,62.0,68.0,60.0,54.0,650000
Yin Hongbo,30,180,75,68.0,59.0,66.0,66.0,53.0,64.0,600000
V. Achim,31,182,78,62.0,59.0,67.0,64.0,65.0,75.0,550000
M. Covea,26,177,75,80.0,54.0,61.0,70.0,29.0,56.0,700000
A. Arregui,27,175,74,70.0,57.0,59.0,64.0,65.0,77.0,650000
J. Amoroso,32,183,73,81.0,59.0,59.0,65.0,33.0,70.0,500000
N. Omladič,30,180,72,68.0,56.0,66.0,72.0,43.0,58.0,600000
S. Abdul-Salaam,28,193,84,75.0,28.0,54.0,61.0,64.0,76.0,550000
S. Ntshangase,27,172,65,63.0,62.0,60.0,70.0,34.0,53.0,675000
T. Mrčela,29,195,88,45.0,32.0,44.0,45.0,66.0,82.0,550000
R. Herrera,31,187,83,43.0,38.0,49.0,50.0,66.0,66.0,475000
Ozkoidi,30,171,62,64.0,37.0,54.0,60.0,64.0,50.0,500000
J. Sabbatini,32,175,71,66.0,56.0,66.0,67.0,59.0,67.0,475000
S. Gularte,30,181,78,71.0,67.0,47.0,65.0,29.0,65.0,625000
Chris Farminhão,24,187,77,48.0,51.0,61.0,53.0,66.0,61.0,625000
Nuno Cedrim,28,181,78,69.0,56.0,69.0,72.0,29.0,63.0,650000
Estevãtinho,28,178,74,44.0,57.0,73.0,65.0,27.0,57.0,650000
Germán da Silvieira,20,184,81,61.0,30.0,54.0,59.0,66.0,66.0,625000
Adão Morrinhos,28,177,73,67.0,72.0,54.0,65.0,23.0,57.0,675000
Pedro Sousenha,20,166,65,71.0,62.0,65.0,65.0,41.0,62.0,725000
Nazario Serpe,28,178,77,52.0,39.0,60.0,43.0,67.0,69.0,575000
Breno Laranjeiro,20,181,69,70.0,56.0,67.0,67.0,41.0,55.0,725000
Lucas Medeirão,24,179,74,57.0,66.0,60.0,68.0,34.0,56.0,700000
T. Endoh,26,170,66,69.0,57.0,63.0,68.0,41.0,52.0,700000
M. Ogbu,29,185,78,74.0,63.0,57.0,67.0,44.0,71.0,650000
M. Uçar,28,176,70,73.0,61.0,61.0,66.0,27.0,56.0,650000
T. Ugajin,32,172,71,66.0,59.0,65.0,66.0,60.0,67.0,500000
N. Ishihara,35,173,62,55.0,68.0,58.0,66.0,31.0,54.0,300000
Y. Chajima,28,166,60,70.0,58.0,64.0,67.0,41.0,49.0,650000
K. Shimizu,31,169,67,76.0,60.0,62.0,68.0,47.0,63.0,575000
T. Wada,29,170,63,59.0,38.0,62.0,63.0,62.0,55.0,525000
Y. Maruyama,31,182,75,49.0,35.0,56.0,55.0,67.0,72.0,475000
